;OSEBuildingID;DataYear;BuildingType;PrimaryPropertyType;PropertyName;Address;City;State;ZipCode;TaxParcelIdentificationNumber;CouncilDistrictCode;Neighborhood;Latitude;Longitude;YearBuilt;NumberofBuildings;NumberofFloors;PropertyGFATotal;PropertyGFAParking;PropertyGFABuilding(s);ListOfAllPropertyUseTypes;LargestPropertyUseType;LargestPropertyUseTypeGFA;ENERGYSTARScore;SiteEUI(kBtu/sf);SiteEUIWN(kBtu/sf);SourceEUI(kBtu/sf);SourceEUIWN(kBtu/sf);SiteEnergyUse(kBtu);SiteEnergyUseWN(kBtu);SteamUse(kBtu);Electricity(kWh);Electricity(kBtu);NaturalGas(therms);NaturalGas(kBtu);DefaultData;ComplianceStatus;TotalGHGEmissions;GHGEmissionsIntensity
498;679;2016;NonResidential;Small- and Mid-Sized Office;Mutual Life Building;605 First Avenue;Seattle;WA;98104;8591400075;7;DOWNTOWN;47.60197;-122.33437;1900;1;6;56700;0;56700;Office, Retail Store;Office;46000;55;54.29999924;54.29999924;170.3999939;170.3999939;3065954.5;2.703765669;0;898579.6875;3065954;0;0;FALSE;Compliant;21.37;0.38
499;680;2016;NonResidential;Small- and Mid-Sized Office;RDA Building;800 Maynard Ave S;Seattle;WA;98134;8592900345;2;GREATER DUWAMISH;47.59554;-122.32471;1925;1;4;72000;0;72000;Office;Office;72000;89;37.90000153;38;116.1999969;116.4000015;2729167.75;2.69619;0;771568.375;2632591;965.7600098;96576;FALSE;Compliant;23.48;0.33
500;681;2016;NonResidential;Large Office;1633 Westlake Building;1633 Westlake Avenue North;Seattle;WA;98109;8807900360;7;MAGNOLIA / QUEEN ANNE;47.63347;-122.34078;2000;1;4;191146;94892;96254;Office, Parking;Office;103000;93;49.5;49.5;155.5;155.5;5101504.5;2.737288308;0;1495165.25;5101504;0;0;FALSE;Compliant;35.56;0.19
503;684;2016;Multifamily HR (10+);High-Rise Multifamily;Legacy Centre & Arbor Place Tower;2505 2nd Ave;Seattle;WA;98121;254600000;7;DOWNTOWN;47.61534;-122.34844;1989;1;26;358176;81679;276497;Medical Office, Multifamily Housing, Office, Other, Parking;Multifamily Housing;198911;85;30.39999962;31.10000038;95.40000153;97.59999847;8393893;2.770499046;0;2460109;8393892;0;0;FALSE;Compliant;58.52;0.16
504;685;2016;NonResidential;Large Office;818 Stewart;818 Stewart Street;Seattle;WA;98101;2285050000;7;DOWNTOWN;47.61567;-122.33503;2008;1;14;362046;0;362046;Office, Other, Parking;Office;232443;86;66.59999847;66.59999847;207.8000031;207.8000031;15725581;2.807642069;0;4562412.5;15566951;1586.27002;158627;FALSE;Compliant;116.95;0.32
507;690;2016;NonResidential;Large Office;One Convention Place;701 Pike Street;Seattle;WA;98101;5342900000;7;DOWNTOWN;47.6115;-122.33278;2001;1;23;538933;0;538933;Office, Parking;Office;366554;90;43.70000076;44.59999847;137.1999969;140;16020642;2.809951631;0;4695381;16020640;0;0;FALSE;Compliant;111.69;0.21
510;693;2016;NonResidential;Small- and Mid-Sized Office;Queen Anne Square East (200);200 W Mercer St;Seattle;WA;98119;7015350000;7;MAGNOLIA / QUEEN ANNE;47.62497;-122.35965;1982;1;5;98668;0;98668;Office;Office;98668;91;44.5;44.5;139.6999969;139.8999939;4391348;2.727590325;0;1287030.375;4391348;0;0;FALSE;Compliant;30.61;0.31
511;694;2016;NonResidential;Large Office;Rainier Brewery;3100 Airport Way South;Seattle;WA;98134;7135400000;2;GREATER DUWAMISH;47.57639;-122.32072;2007;1;1;158931;28381;130550;Multifamily Housing, Non-Refrigerated Warehouse, Office, Parking;Office;80157;12;67.69999695;72.19999695;199.3000031;210.3999939;8751704;2.775672481;0;2326567.5;7938248;8134.549805;813455;FALSE;Compliant;98.54;0.62
512;696;2016;NonResidential;Large Office;Ocean Beauty Seafoods, LLC;1100 W Ewing St;Seattle;WA;98119;7666200070;7;MAGNOLIA / QUEEN ANNE;47.65692;-122.37059;1978;1;1;105100;0;105100;Office;Office;105100;1;210.1000061;214.8000031;571.7000122;576.5999756;22078064;2.829216791;0;5175177.5;17657706;44203.57031;4420357;FALSE;Compliant;357.86;3.4
513;700;2016;NonResidential;Supermarket / Grocery Store;IUC- Whole Foods Interbay;2001 15th Avenue West;Seattle;WA;98119;7666201460;7;MAGNOLIA / QUEEN ANNE;47.63718;-122.37734;2008;1;1;57176;0;57176;Personal Services (Health/Beauty, Dry Cleaning, etc), Retail Store, Supermarket/Grocery Store;Supermarket/Grocery Store;39500;31;208.8000031;214.1000061;0;0;12525174;2.795351188;0;0;0;0;0;FALSE;Compliant;0;0
514;701;2016;NonResidential;Retail Store;Elliot Industrial;1523-1541 15th Ave West;Seattle;WA;98121;7666201690;7;MAGNOLIA / QUEEN ANNE;47.63284;-122.37712;1978;1;1;50660;0;50660;Retail Store;Retail Store;50660;51;52.5;58.40000153;127.3000031;133.1000061;2661488;2.701323202;0;512301.8125;1747974;9135.139648;913514;FALSE;Compliant;60.7;1.2
515;702;2016;NonResidential;Small- and Mid-Sized Office;Hays Elliot;1461-1489 Elliot Ave W;Seattle;WA;98119;7666201740;7;MAGNOLIA / QUEEN ANNE;47.63156;-122.37551;1937;1;2;61929;0;61929;Office;Office;39879;59;55.20000076;60.70000076;127.5999985;133.3999939;2203026.5;2.687843719;0;389230.5;1328054;8749.719727;874972;FALSE;Compliant;55.73;0.9
516;703;2016;NonResidential;Large Office;501 Elliott Ave West;501 Elliot Ave West;Seattle;WA;98119;7666202080;7;MAGNOLIA / QUEEN ANNE;47.62302;-122.36476;2000;1;4;165111;55000;110111;Data Center, Office, Parking;Office;104667;1;231.3999939;231.3999939;726.5999756;726.5999756;25478086;2.83634545;0;7467199;25478083;0;0;FALSE;Compliant;177.62;1.08
517;704;2016;NonResidential;Large Office;401 Elliott Ave West;401 Elliot Ave West;Seattle;WA;98119;7666202110;7;MAGNOLIA / QUEEN ANNE;47.62235;-122.36378;2000;1;4;129551;42500;87051;Data Center, Office, Parking;Office;82273;1;311.7000122;311.7000122;978.9000244;978.9000244;27137190;2.840037984;0;7953454.5;27137187;0;0;FALSE;Non-Compliant;189.18;1.46
518;19755;2016;NonResidential;Small- and Mid-Sized Office;2607 Building, LLC;2607 2nd Avenue;Seattle;WA;98121;654000120;7;DOWNTOWN;47.61588;-122.34965;1925;1;3;20565;0;20565;Office;Office;20565;65;39;40.40000153;122.5;126.6999969;802312.5;2.612221994;0;235144.2969;802312;0;0;FALSE;Compliant;5.59;0.27
519;705;2016;NonResidential;Large Office;351 Elliott Ave West;351 Elliot Ave West;Seattle;WA;98119;7666202133;7;MAGNOLIA / QUEEN ANNE;47.62175;-122.36313;2000;1;5;159937;55971;103966;Office, Parking;Office;106449;63;73.80000305;73.80000305;231.8000031;231.8000031;7857972.5;2.764873989;0;2303039.75;7857972;0;0;FALSE;Compliant;54.78;0.34
520;706;2016;NonResidential;Large Office;333 Elliott West;333 Elliott Ave W;Seattle;WA;98119;7666202160;7;MAGNOLIA / QUEEN ANNE;47.62101;-122.36188;2008;1;5;183964;46763;137201;Data Center, Office, Parking;Office;133451;56;108.3000031;108.3000031;340;340;14856199;2.804204133;0;4354102.5;14856198;0;0;FALSE;Compliant;103.57;0.56
521;707;2016;NonResidential;Large Office;101 ELLIOTT AVENUE WEST;101 Elliott Ave West;Seattle;WA;98119;7666202220;7;MAGNOLIA / QUEEN ANNE;47.61891;-122.35958;1986;1;5;208210;78848;129362;Office, Parking;Office;109978;95;50.09999847;52.70000076;125.1999969;127.9000015;5514308.5;2.745558592;0;1118781;3817281;16970.26953;1697027;FALSE;Compliant;116.74;0.56
522;708;2016;NonResidential;Large Office;3131 Elliott Avenue;3131 Elliott Avenue;Seattle;WA;98121;7666202240;7;DOWNTOWN;47.61813;-122.35833;1986;1;7;277486;80283;197203;Office, Other, Parking;Office;178625;63;65.90000153;65.90000153;206.8000031;206.8000031;12729858;2.794806373;0;3730907.5;12729856;0;0;FALSE;Compliant;88.74;0.32
523;709;2016;NonResidential;Large Office;Pier 69 Corporate HQ;2711 Alaskan Way;Seattle;WA;98121;7666202295;7;DOWNTOWN;47.614;-122.35375;1993;1;3;187130;0;187130;Non-Refrigerated Warehouse, Office, Other, Other - Recreation, Other - Services, Restaurant;Office;171783;77;52.59999847;54.59999847;165.1000061;171.6000061;10053489;2.782643956;0;2946508.75;10053488;0;0;FALSE;Compliant;70.09;0.37
524;710;2016;NonResidential;Large Office;World Trade Center - North;2401 Elliott Avenue;Seattle;WA;98121;7666202320;7;DOWNTOWN;47.61287;-122.35022;2000;1;5;251044;117867;133177;Data Center, Office;Office;126218;99;123.6999969;123.6999969;388.3999939;388.3999939;17186624;2.812989146;0;5037111;17186623;0;0;FALSE;Compliant;119.81;0.48
525;711;2016;NonResidential;Warehouse;08495-Pier 57;1334 Alaskan Way;Seattle;WA;98101;7666202440;7;DOWNTOWN;47.60703;-122.34038;1912;1;5;154330;0;154330;Non-Refrigerated Warehouse;Non-Refrigerated Warehouse;95330;81;13.19999981;14.80000019;41.59999847;46.5;1262235.25;2.650431223;0;369939.9063;1262235;0;0;FALSE;Compliant;8.8;0.06
527;713;2016;NonResidential;Large Office;National Building;1008 Western Ave;Seattle;WA;98104;7666202515;7;DOWNTOWN;47.6047;-122.33739;1905;1;6;167860;0;167860;Data Center, Office, Retail Store;Office;110370;70;52;53.90000153;163.1999969;169.1999969;6797647;2.757984564;0;1992276.125;6797646;0;0;FALSE;Compliant;47.39;0.28
528;715;2016;NonResidential;Large Office;Polson Building;71 Columbia Street;Seattle;WA;98104;7666202565;7;DOWNTOWN;47.60247;-122.33621;1910;1;6;112560;0;112560;Office, Retail Store;Office;80400;86;51.29999924;54.59999847;131.3000031;134.3000031;4946798.5;2.73936772;0;1047485.313;3574020;13727.78027;1372778;FALSE;Compliant;97.82;0.87
529;716;2016;NonResidential;Retail Store;Western Building;619 Western Avenue;Seattle;WA;98104;7666202570;7;DOWNTOWN;47.60223;-122.33602;1910;1;6;86204;0;86204;Retail Store;Other;67670;89;43.5;45;596.7999878;594.5;3241917;2.709689742;0;655304.375;2235899;10060.18066;1006018;FALSE;Compliant;69.02;0.8
530;717;2016;Nonresidential COS;Warehouse;Airport Way Ctr - Bldg C;2203 Airport Way S;Seattle;WA;98134;7666203240;2;GREATER DUWAMISH;47.5829;-122.32417;1985;1;2;145158;0;145158;Non-Refrigerated Warehouse, Office, Other;Non-Refrigerated Warehouse;101633;51;52.29999924;53.70000076;146.8999939;148;8384523;2.770657272;0;2069794.125;7062138;13223.84766;1322385;FALSE;Compliant;119.46;0.82
531;718;2016;NonResidential;Large Office;Holgate Center;1737 Airport Way South;Seattle;WA;98134;7666203300;2;GREATER DUWAMISH;47.58716;-122.32214;1951;1;2;112896;0;112896;Office, Parking;Office;110746;66;92.90000153;95.90000153;256.6000061;258.7000122;10287986;2.783683923;0;2470454;8429189;18587.96875;1858797;FALSE;Compliant;157.48;1.39
532;719;2016;NonResidential;Distribution Center;MACMILLAN-PIPER EYRES WAREHOUSE;1762 6th Ave S;Seattle;WA;98134;7666203440;2;GREATER DUWAMISH;47.58685;-122.32501;1960;1;1;110613;0;110613;Distribution Center, Office;Distribution Center;99551;95;9.199999809;9.199999809;28.79999924;28.79999924;1015060.188;2.626873295;0;297497.0938;1015060;0;0;FALSE;Compliant;7.08;0.06
533;720;2016;NonResidential;Warehouse;6th & Holgate Building;1930 6th Ave. South;Seattle;WA;98103;7666203467;2;GREATER DUWAMISH;47.58553;-122.32511;1951;1;4;149881;0;149881;Non-Refrigerated Warehouse, Office;Non-Refrigerated Warehouse;119593;97;16.10000038;19.10000038;26.79999924;29.89999962;2417401.25;2.699318603;0;206641;705059;17123.41992;1712342;FALSE;Compliant;95.86;0.64
534;722;2016;NonResidential;Warehouse;(ID722)INDUSTRIAL TRANSFER WAREHOUSE;2440 6TH AVE S;Seattle;WA;98121;7666203530;2;GREATER DUWAMISH;47.58042;-122.32552;1951;1;3;98220;0;98220;Non-Refrigerated Warehouse;Non-Refrigerated Warehouse;129420;12;50;50.70000076;146.3999939;147.1000061;6468090;2.753457723;0;1703866.125;5813591;6544.97998;654498;FALSE;Compliant;75.29;0.77
535;723;2016;NonResidential;Distribution Center;North Coast Electric;2450 8th Ave S;Seattle;WA;98134;7666203538;2;GREATER DUWAMISH;47.58096;-122.32313;1970;1;1;84420;0;84420;Distribution Center, Office, Retail Store;Distribution Center;44300;55;35;35.40000153;109.8000031;111.0999985;2848317.25;2.699630368;0;834793.875;2848317;0;0;FALSE;Compliant;19.86;0.24
538;728;2016;NonResidential;Warehouse;Pacific Iron & Metal;2230 4th Ave S;Seattle;WA;98134;7666204430;2;GREATER DUWAMISH;47.58241;-122.32866;1931;1;2;61200;0;61200;Non-Refrigerated Warehouse;Non-Refrigerated Warehouse;61200;16;80.30000305;86.40000153;145.1999969;151.6000061;4912143;2.739583111;0;522538.6875;1782902;31292.4082;3129241;FALSE;Compliant;178.62;2.92
539;729;2016;NonResidential;Distribution Center;Gensco Incorporated;1703 6th Ave S;Seattle;WA;98134;7666204590;2;GREATER DUWAMISH;47.58772;-122.32686;1987;1;1;111908;0;111908;Distribution Center;Distribution Center;109090;87;14.30000019;15.30000019;35.09999847;36.20000076;1555420.25;2.662115969;0;307886.3125;1050508;5049.119629;504912;FALSE;Compliant;34.14;0.31
542;732;2016;NonResidential;Supermarket / Grocery Store;70100122-Greenwood;100 NW 85th Street;Seattle;WA;98117;9231900160;6;NORTHWEST;47.69197;-122.35877;1970;1;1;141890;35545;106345;Parking, Supermarket/Grocery Store;Supermarket/Grocery Store;168735;91;100;103;266.6000061;269.7999878;16865978;2.813676276;0;3825269.5;13051820;38141.5625;3814156;FALSE;Compliant;293.56;2.07
543;734;2016;NonResidential;Small- and Mid-Sized Office;1455 Leary;1455 NW Leary Way;Seattle;WA;98107;2768302690;6;BALLARD;47.6633;-122.37549;2001;1;4;92092;21055;71037;Office;Office;70074;5;68.69999695;68.69999695;215.8999939;215.8999939;4817062;2.733566848;0;1411800;4817062;0;0;FALSE;Compliant;33.58;0.36
546;739;2016;NonResidential;Large Office;Lakeview 837 N 34th;837 N 34th Street;Seattle;WA;98103;1973200389;6;LAKE UNION;47.64912;-122.34823;2008;1;4;202623;88855;113768;Fitness Center/Health Club/Gym, Office, Parking;Office;105206;73;79.5;79.5;249.6999969;249.6999969;8873485;2.772499854;0;2600669.5;8873484;0;0;FALSE;Compliant;61.86;0.31
547;740;2016;NonResidential;Small- and Mid-Sized Office;The Canal View Building;551 N 34th St;Seattle;WA;98103;1972206514;6;LAKE UNION;47.64932;-122.35187;2000;1;2;77174;25800;51374;Office;Office;77174;33;71;71;223;223;5481549;2.741929642;0;1606549.875;5481548;0;0;FALSE;Compliant;38.21;0.5
548;741;2016;NonResidential;Large Office;1000 Dexter-RREEF  SeaDPD ID 741;1000 Dexter Avenue North;Seattle;WA;98109;2249500235;7;MAGNOLIA / QUEEN ANNE;47.62817;-122.34212;1998;1;5;110524;0;110524;Office, Other, Parking;Office;98781;57;63.90000153;63.90000153;200.5;200.5;6859198;2.756275195;0;2010315.75;6859197;0;0;FALSE;Compliant;47.82;0.43
551;744;2016;NonResidential;Large Office;West Tower;400 Second Avenue;Seattle;WA;98119;1989200750;7;MAGNOLIA / QUEEN ANNE;47.62225;-122.35915;2000;1;7;241875;84689;157186;Office, Parking;Office;163082;88;53.09999847;53.5;164.5;165;8655604;2.771501622;0;2487805.5;8488392;1672.098267;167210;FALSE;Compliant;68.06;0.28
552;745;2016;NonResidential;Large Office;190 Queen Anne;190 Queen Anne;Seattle;WA;98109;1989201385;7;MAGNOLIA / QUEEN ANNE;47.61949;-122.35639;1974;1;5;102930;18720;84210;Office, Parking;Office;89075;85;53.29999924;56.5;151.1999969;155.6999969;4750799;2.736437616;0;1189705.5;4059275;6915.233887;691523;FALSE;Compliant;65.03;0.63
554;749;2016;NonResidential;Large Office;Fourth and Vine;2601 Fourth Avenue;Seattle;WA;98121;656000410;7;DOWNTOWN;47.61732;-122.34791;1975;1;8;150000;23630;126370;Office, Parking;Office;126648;65;73.80000305;77.69999695;212.1000061;218.3000031;9343428;2.778920581;0;2390311.5;8155743;11876.84473;1187684;FALSE;Compliant;119.93;0.8
555;750;2016;NonResidential;Large Office;Children's Hospital Research Building #2;1915 Terry Ave;Seattle;WA;98101;660001255;7;DOWNTOWN;47.61628;-122.33391;1953;1;7;274362;0;274362;Office;Office;274362;82;60.29999924;60.40000153;183.8999939;184.1000061;16540550;2.810803302;0;4641282;15836054;7044.939453;704494;FALSE;Compliant;147.82;0.54
556;751;2016;NonResidential;Large Office;Blanchard Plaza (CoS Energy Reporting);2201 Sixth Avenue;Seattle;WA;98121;697000235;7;DOWNTOWN;47.61599;-122.34165;1983;1;15;378002;116280;261722;Office, Parking;Office;270237;85;65.69999695;67.5;185.6000061;185.8999939;17750994;2.816538707;0;4420666;15083312;26676.80078;2667680;FALSE;Compliant;246.83;0.65
557;752;2016;NonResidential;Large Office;ACTIVE VOICE;2033 6th Ave;Seattle;WA;98121;659000930;7;DOWNTOWN;47.61481;-122.33969;1963;1;11;169020;0;169020;Bar/Nightclub, Office, Personal Services (Health/Beauty, Dry Cleaning, etc);Office;156414;83;65.59999847;68.69999695;157.5;161.1999969;11480494;2.79129019;2887565.25;2112982.25;7209495;13834.32031;1383432;FALSE;Compliant;346.62;2.05
558;753;2016;NonResidential;Other;WestinBuilding;2001 6th Ave;Seattle;WA;98121;659000950;7;DOWNTOWN;47.61438;-122.33871;1981;1;33;429405;0;429405;Data Center, Office;Data Center;218997;98;639.7000122;639.7999878;2007.900024;2008;274682208;2.966884383;0;80460872;274532495;1496.720215;149672;FALSE;Compliant;1921.82;4.48
559;775;2016;NonResidential;Large Office;Columbia Center - 2015;701 5th Avenue;Seattle;WA;98104;942000640;7;DOWNTOWN;47.60454;-122.33072;1985;1;76;1952220;319400;1632820;Office, Parking;Office;1680937;86;55.29999924;55.09999847;167.3000031;166.5;92937640;2.909254675;0;25747908;87851862;50857.63281;5085763;FALSE;Compliant;882.56;0.45
560;754;2016;NonResidential;Large Office;Eighth & Olive - New;720 Olive Way;Seattle;WA;98101;659000305;7;DOWNTOWN;47.61418;-122.33485;1981;1;19;383515;89778;293737;Medical Office, Office, Parking;Office;312442;90;47.90000153;49;150.5;153.8000031;15878689;2.809538726;0;4653777;15878687;0;0;FALSE;Compliant;110.7;0.29
561;755;2016;NonResidential;Medical Office;Medical Dental Building;509 Olive Way;Seattle;WA;98101;659000085;7;DOWNTOWN;47.6129;-122.33684;1925;1;18;363934;28870;335064;Medical Office, Parking, Retail Store;Medical Office;281598;68;72.90000153;76.30000305;190;192.6000061;22104512;2.830655617;6090187.5;4690018;16002341;119.8100052;11981;FALSE;Compliant;582.28;1.6
562;756;2016;NonResidential;Retail Store;601 Pine St;601 Pine St;Seattle;WA;98101;1976700005;7;DOWNTOWN;47.61203;-122.33486;1929;1;4;78920;0;78920;Retail Store;Retail Store;78920;80;105.1999969;105.1999969;300.6000061;300.6000061;8303666.5;2.768342703;0;2103559.75;7177346;11263.19922;1126320;FALSE;Compliant;109.85;1.39
566;760;2016;NonResidential;Large Office;Broadacres Building;1601 Second Avenue;Seattle;WA;98101;1977200040;7;DOWNTOWN;47.61036;-122.34037;1908;1;10;132998;0;132998;Office, Retail Store;Office;138257;97;27.29999924;29.20000076;64.30000305;66.59999847;3775187.5;2.722070758;1530680.625;657827.3125;2244507;0;0;FALSE;Compliant;133.8;1.01
567;761;2016;NonResidential;Retail Store;Ross Dress for Less;301 Pike Street;Seattle;WA;98101;1975700300;7;DOWNTOWN;47.60956;-122.33715;1940;1;3;83118;0;83118;Retail Store;Retail Store;45000;59;54.29999924;56.29999924;159.6000061;161.6999969;2443141.5;2.690920719;0;647543.6875;2209419;2337.219727;233722;FALSE;Compliant;27.82;0.33
568;762;2016;NonResidential;Retail Store;Kress Building;1419 Third Avenue;Seattle;WA;98101;1975700485;7;DOWNTOWN;47.60925;-122.33734;1924;1;3;77555;0;77555;Retail Store;Retail Store;73563;39;106.0999985;106.0999985;333;333;7802205.5;2.764425305;0;2286650.5;7802052;1.530000091;153;FALSE;Compliant;54.4;0.7
569;763;2016;NonResidential;Small- and Mid-Sized Office;Market Square;1415 Western Avenue;Seattle;WA;98121;7666202405;7;DOWNTOWN;47.60765;-122.34097;1909;1;6;51218;0;51218;Office, Restaurant;Office;44913;57;55.5;55.5;174.3999939;174.3999939;2886141.5;2.699710929;0;845879.625;2886141;0;0;FALSE;Compliant;20.12;0.39
570;764;2016;NonResidential;Large Office;Financial Center - COS Compliance;1215 4th Avenue;Seattle;WA;98101;2400002;7;DOWNTOWN;47.60765;-122.3348;1970;1;29;489182;0;489182;Office, Other - Restaurant/Bar, Other - Technology/Science, Parking;Office;371450;43;93.80000305;96.40000153;274.5;281.5;36378588;2.858530827;0;9564432;32633842;37447.42188;3744742;FALSE;Compliant;426.39;0.87
571;765;2016;NonResidential;Large Office;Seattle Tower;1218 3rd Avenue;Seattle;WA;98101;1975200005;7;DOWNTOWN;47.60769;-122.33544;1929;1;27;216571;13320;203251;Office, Other - Technology/Science, Parking;Office;182604;62;86;91.90000153;192.6999969;199.6999969;16246106;2.813565603;7413886;2551222.75;8704772;1274.469971;127447;FALSE;Compliant;639.72;2.95
572;766;2016;NonResidential;Large Office;1200 3rd Ave;1200 3rd Ave;Seattle;WA;98104;1975200015;7;DOWNTOWN;47.60741;-122.33565;1921;1;13;189175;0;189175;Office, Other;Office;151740;13;115.8000031;115.8000031;363.6000061;363.6000061;19036416;2.819106326;0;5579253.5;19036413;0;0;FALSE;Compliant;132.71;0.7
573;767;2016;NonResidential;Large Office;1015 3rd Ave;1015 3rd Ave;Seattle;WA;98104;939000485;7;DOWNTOWN;47.60582;-122.33464;1998;1;13;293803;74481;219322;Office, Parking;Office;145491;25;117.4000015;118.6999969;368.5;372.7000122;17074142;2.813270804;0;5004144;17074139;0;0;FALSE;Compliant;119.03;0.41
574;768;2016;NonResidential;Large Office;1201 Western Avenue;1201 Western Avenue;Seattle;WA;98101;7666202480;7;DOWNTOWN;47.60576;-122.33922;1910;1;7;122356;0;122356;Data Center, Office, Retail Store;Office;95942;91;41.09999847;41.90000153;125;125.8000031;4585070.5;2.73163184;0;1281305.625;4371815;2132.549805;213255;FALSE;Compliant;41.8;0.34
575;769;2016;NonResidential;Small- and Mid-Sized Office;United Way of King County;720 2nd Ave;Seattle;WA;98104;939000240;7;DOWNTOWN;47.60366;-122.33328;1921;1;3;52298;0;52298;Office;Office;50250;89;39.20000076;40.59999847;123;127.4000015;1968655.125;2.676067202;0;576979.6875;1968655;0;0;FALSE;Compliant;13.72;0.26
576;771;2016;NonResidential;Large Office;Hoge Building;705 2nd Avenue;Seattle;WA;98101;939000230;7;DOWNTOWN;47.60304;-122.33362;1911;1;17;116640;0;116640;Financial Office, Food Service, Office, Other;Office;82053;75;70.30000305;73.59999847;185.8999939;190.5;6758565.5;2.758165249;1736650.625;1471838.875;5021914;0;0;FALSE;Compliant;169.06;1.45
577;772;2016;NonResidential;Large Office;800 Fifth Avenue;800 5th Ave;Seattle;WA;98104;942000470;3;DOWNTOWN;47.60573;-122.33028;1981;1;42;1249055;201121;1047934;Data Center, Medical Office, Office, Parking, Restaurant;Office;983697;95;38;39.59999847;119.5;124.3000031;37980712;2.861759414;0;11131508;37980705;0;0;FALSE;Compliant;264.78;0.21
579;776;2016;NonResidential;Medical Office;First Hill Medical Building;515 Minor Avenue;Seattle;WA;98104;8590900765;3;EAST;47.60663;-122.32157;1988;1;5;188339;99314;89025;Medical Office, Parking;Medical Office;81873;15;104.0999985;104.9000015;310.2999878;311.1000061;8523594;2.770458411;0;2307620.5;7873601;6499.925293;649993;FALSE;Compliant;89.41;0.47
581;778;2016;NonResidential;Small- and Mid-Sized Office;1st && King Street;500 1st Avenue S.;Seattle;WA;98104;7666206830;2;DOWNTOWN;47.5981;-122.33369;1910;1;6;95000;13700;81300;Office, Parking;Office;84481;83;48;50.5;148.8999939;157;4052720;2.725689503;0;1167594.25;3983832;688.8800049;68888;FALSE;Compliant;31.43;0.33
582;779;2016;NonResidential;Large Office;Administration Building;500 5TH AVE;Seattle;WA;98104;942000920;7;DOWNTOWN;47.6029;-122.32927;1971;1;9;224857;0;224857;Office;Office;204993;79;74.5;78.80000305;195.6999969;200.8999939;15272491;2.8092927;4047481;3289861.75;11225008;0;0;FALSE;Compliant;390.67;1.74
583;780;2016;NonResidential;Large Office;King Street Center;201 South Jackson A-15;Seattle;WA;98104;5247800795;2;DOWNTOWN;47.59878;-122.33088;1998;1;8;446261;124788;321473;Office, Parking;Office;343400;96;39.5;39.5;124.0999985;124.0999985;13568148;2.798697134;0;3976596;13568146;0;0;FALSE;Compliant;94.59;0.21
585;783;2016;NonResidential;Small- and Mid-Sized Office;Taylor Edwards Building;1518 1st Avenue South;Seattle;WA;98134;7666206440;2;GREATER DUWAMISH;47.58958;-122.33369;1907;1;6;62370;0;62370;Office, Restaurant;Office;49473;30;72.69999695;72.69999695;228.3000031;228.3000031;4353025;2.726962338;0;1275798.5;4353024;0;0;FALSE;Compliant;30.35;0.49
586;784;2016;NonResidential;Warehouse;SEWA;1919 Sixth Ave South;Seattle;WA;98134;7666204495;2;GREATER DUWAMISH;47.58454;-122.3269;1960;1;1;73296;0;73296;Non-Refrigerated Warehouse, Parking;Non-Refrigerated Warehouse;77800;83;30.29999924;34.79999924;61.79999924;66.69999695;2356376.75;2.695445118;0;327543;1117577;12388.00098;1238800;FALSE;Compliant;73.58;1
591;792;2016;NonResidential;Small- and Mid-Sized Office;McKinstry SEA - 5005 3rd Ave S Office;5005 3rd Avenue S.;Seattle;WA;98134;3573700320;2;GREATER DUWAMISH;47.55695;-122.33176;1950;1;1;93610;0;93610;Data Center, Office;Office;101278;95;61.29999924;65;144;146.1999969;6235947;2.753947779;0;1136505.75;3877758;23581.89063;2358189;FALSE;Compliant;152.28;1.63
592;793;2016;NonResidential;Large Office;Seattle Design Center (Atrium Building);5701 6th Ave. S;Seattle;WA;98108;2738100010;2;GREATER DUWAMISH;47.55238;-122.32762;1973;1;2;156188;0;156188;Office, Parking;Office;141917;67;48.20000076;50.59999847;147.1999969;154.6999969;6843855;2.759188892;0;1921887.75;6557481;2863.730225;286373;FALSE;Compliant;60.92;0.39
593;794;2016;NonResidential;Warehouse;NWCP-SEA Bldg C;703 S Fidalgo St;Seattle;WA;98108;2738100480;2;GREATER DUWAMISH;47.54923;-122.32446;1966;1;1;115620;0;115620;Non-Refrigerated Warehouse;Non-Refrigerated Warehouse;56900;11;34.29999924;34.29999924;107.6999969;107.6999969;1951856.25;2.673064711;0;572056.3125;1951856;0;0;FALSE;Compliant;13.61;0.12
594;796;2016;NonResidential;Large Office;6100 Building;6100 4th Ave S;Seattle;WA;98108;5367200610;2;GREATER DUWAMISH;47.54699;-122.32882;1975;1;5;238148;0;238148;Office, Parking;Office;245240;93;43.90000153;43.90000153;138;138;10775646;2.784566646;0;3158161;10775645;0;0;FALSE;Compliant;75.12;0.32
595;797;2016;NonResidential;Distribution Center;Westcore River Street;303 S River Street;Seattle;WA;98108;5367204100;2;GREATER DUWAMISH;47.54326;-122.33134;1969;1;1;71718;0;71718;Distribution Center;Distribution Center;71718;100;2.099999905;2.099999905;6.599999905;6.599999905;151754.2969;2.479057747;0;44476.60156;151754;0;0;FALSE;Compliant;1.06;0.01
